HEIGHT,WEIGHT,COUNTRY,LAST ATTENDED,BIRTHDATE,DRAFT,EXPERIENCE,DRAFT,BIRTHDATE,COUNTRY,LAST ATTENDED,EXPERIENCE,name,id
"6'3"" (1.91m)",185lb (84kg),USA,Texas,"February 19, 1973",1995 R2 Pick 32,1 Year,1995 R2 Pick 32,"February 19, 1973",USA,Texas,1 Year,Terrence Rencher,720
"6'2"" (1.88m)",185lb (84kg),USA,Drake,"August 11, 1929",1951 R6 Pick 51,1 Year,1951 R6 Pick 51,"August 11, 1929",USA,Drake,1 Year,John Rennicke,77941
"6'2"" (1.88m)",170lb (77kg),USA,Notre Dame,"March 7, 1921",Undrafted,1 Year,Undrafted,"March 7, 1921",USA,Notre Dame,1 Year,Rob Rensberger,77942
"6'11"" (2.11m)",250lb (113kg),Greece,FC Barcelona,"January 11, 1976",1996 R1 Pick 23,2 Years,1996 R1 Pick 23,"January 11, 1976",Greece,FC Barcelona,2 Years,Efthimios Rentzias,981
"6'1"" (1.85m)",195lb (88kg),USA,Michigan State,"February 6, 1972",1995 R1 Pick 8,4 Years,1995 R1 Pick 8,"February 6, 1972",USA,Michigan State,4 Years,Shawn Respert,704
"6'9"" (2.06m)",225lb (102kg),USA,San Francisco,"December 23, 1951",1974 R3 Pick 39,8 Years,1974 R3 Pick 39,"December 23, 1951",USA,San Francisco,8 Years,Kevin Restani,77944
"6'7"" (2.01m)",225lb (102kg),USA,Tulane,"February 7, 1995",Undrafted,2 Years,Undrafted,"February 7, 1995",USA,Tulane,2 Years,Cam Reynolds,1629244
"6'4"" (1.93m)",195lb (88kg),USA,Houston,"November 23, 1947",1969 R9 Pick 117,1 Year,1969 R9 Pick 117,"November 23, 1947",USA,Houston,1 Year,George Reynolds,77945
"6'8"" (2.03m)",200lb (91kg),USA,Louisiana State,"December 23, 1962",1985 R1 Pick 22,8 Years,1985 R1 Pick 22,"December 23, 1962",USA,Louisiana State,8 Years,Jerry Reynolds,77946
"6'1"" (1.85m)",170lb (77kg),USA,Western Kentucky,"September 2, 1927",1952,1 Year,1952,"September 2, 1927",USA,Western Kentucky,1 Year,Gene Rhodes,77947
"6'6"" (1.98m)",225lb (102kg),USA,Southern California,"September 24, 1973",1997 R1 Pick 24,3 Years,1997 R1 Pick 24,"September 24, 1973",USA,Southern California,3 Years,Rodrick Rhodes,1518
"6'8"" (2.03m)",228lb (103kg),USA,Michigan,"May 28, 1967",1989 R1 Pick 4,15 Years,1989 R1 Pick 4,"May 28, 1967",USA,Michigan,15 Years,Glen Rice,779
"6'6"" (1.98m)",206lb (93kg),USA,Michigan,"January 1, 1991",2013 R2 Pick 35,2 Years,2013 R2 Pick 35,"January 1, 1991",USA,Michigan,2 Years,Glen Rice,203318
"6'9"" (2.06m)",256lb (116kg),USA,Florida,"December 25, 1984",2007 R2 Pick 41,3 Years,2007 R2 Pick 41,"December 25, 1984",USA,Florida,3 Years,Chris Richard,201181
"6'6"" (1.98m)",225lb (102kg),USA,Michigan State,"January 20, 1981",2001 R1 Pick 5,14 Years,2001 R1 Pick 5,"January 20, 1981",USA,Michigan State,14 Years,Jason Richardson,2202
"6'7"" (2.01m)",195lb (88kg),USA,Delta State,"March 1, 1984",Undrafted,4 Years,Undrafted,"March 1, 1984",USA,Delta State,4 Years,Jeremy Richardson,200978
"6'6"" (1.98m)",205lb (93kg),USA,Syracuse,"January 5, 1996",2016 R1 Pick 22,3 Years,2016 R1 Pick 22,"January 5, 1996",USA,Syracuse,3 Years,Malachi Richardson,1627781
"6'5"" (1.96m)",189lb (86kg),USA,Montana,"April 11, 1955",1978 R1 Pick 4,8 Years,1978 R1 Pick 4,"April 11, 1955",USA,Montana,8 Years,Micheal Ray Richardson,77952
"6'5"" (1.96m)",200lb (91kg),USA,Hofstra,"July 24, 1977",Undrafted,2 Years,Undrafted,"July 24, 1977",USA,Hofstra,2 Years,Norman Richardson,2369
"6'1"" (1.85m)",180lb (82kg),USA,UCLA,"May 14, 1966",1989 R1 Pick 10,10 Years,1989 R1 Pick 10,"May 14, 1966",USA,UCLA,10 Years,Pooh Richardson,71
"6'6"" (1.98m)",228lb (103kg),USA,DePaul,"April 13, 1980",2000 R1 Pick 18,14 Years,2000 R1 Pick 18,"April 13, 1980",USA,DePaul,14 Years,Quentin Richardson,2047
"6'5"" (1.96m)",220lb (100kg),USA,Kansas State,"June 30, 1965",1988 R1 Pick 5,14 Years,1988 R1 Pick 5,"June 30, 1965",USA,Kansas State,14 Years,Mitch Richmond,782
"6'9"" (2.06m)",225lb (102kg),USA,North Carolina State,"March 12, 1937",1959 R1 Pick 6,1 Year,1959 R1 Pick 6,"March 12, 1937",USA,North Carolina State,1 Year,John Richter,77954
"6'7"" (2.01m)",215lb (98kg),USA,Duquesne,"December 4, 1933",1955 R1 Pick 1,3 Years,1955 R1 Pick 1,"December 4, 1933",USA,Duquesne,3 Years,Dick Ricketts,77955
--,--,USA,UNLV,"March 12, 1971",1993 R1 Pick 5,9 Years,1993 R1 Pick 5,"March 12, 1971",USA,UNLV,9 Years,Isaiah Rider,375
"6'4"" (1.93m)",195lb (88kg),USA,California,"February 13, 1948",1971 R3 Pick 41,1 Year,1971 R3 Pick 41,"February 13, 1948",USA,California,1 Year,Jackie Ridgle,77957
"5'11"" (1.8m)",180lb (82kg),USA,Wooster,"July 12, 1916",Undrafted,3 Years,Undrafted,"July 12, 1916",USA,Wooster,3 Years,Mel Riebe,77958
"6'4"" (1.93m)",200lb (91kg),USA,Tulane,"December 14, 1923",1950,1 Year,1950,"December 14, 1923",USA,Tulane,1 Year,Jim Riffey,77959
"6'7"" (2.01m)",210lb (95kg),France,Virtus Bologna,"December 17, 1971",Undrafted,2 Years,Undrafted,"December 17, 1971",France,Virtus Bologna,2 Years,Antoine Rigaudeau,2541
"6'10"" (2.08m)",225lb (102kg),USA,South Carolina,"February 28, 1950",1972 R1 Pick 8,3 Years,1972 R1 Pick 8,"February 28, 1950",USA,South Carolina,3 Years,Tom Riker,77960
"6'9"" (2.06m)",235lb (107kg),USA,Mount St. Mary's,"July 6, 1948",1970 R5 Pick 82,1 Year,1970 R5 Pick 82,"July 6, 1948",USA,Mount St. Mary's,1 Year,Bob Riley,77963
"7'0"" (2.13m)",245lb (111kg),USA,Michigan,"June 2, 1970",1993 R2 Pick 33,4 Years,1993 R2 Pick 33,"June 2, 1970",USA,Michigan,4 Years,Eric Riley,35
"6'4"" (1.93m)",205lb (93kg),USA,Kentucky,"March 20, 1945",1967 R1 Pick 7,9 Years,1967 R1 Pick 7,"March 20, 1945",USA,Kentucky,9 Years,Pat Riley,77962
"6'8"" (2.03m)",195lb (88kg),USA,Southern California,"November 11, 1950",1972 R3 Pick 38,4 Years,1972 R3 Pick 38,"November 11, 1950",USA,Southern California,4 Years,Ron Riley,77964
"6'2"" (1.88m)",190lb (86kg),USA,College of Charleston,"February 8, 1997",2020 R2 Pick 56,2 Years,2020 R2 Pick 56,"February 8, 1997",USA,College of Charleston,2 Years,Grant Riller,1630203
"6'4"" (1.93m)",200lb (91kg),USA,Providence,"July 9, 1945",1967 R12 Pick 128,9 Years,1967 R12 Pick 128,"July 9, 1945",USA,Providence,9 Years,Mike Riordan,77966
"6'9"" (2.06m)",200lb (91kg),USA,Ohio State,"October 9, 1924",Undrafted,10 Years,Undrafted,"October 9, 1924",USA,Ohio State,10 Years,Arnie Risen,77967
"6'2"" (1.88m)",185lb (84kg),USA,Eastern Kentucky,"February 26, 1924",1948,3 Years,1948,"February 26, 1924",USA,Eastern Kentucky,3 Years,Goebel Ritter,77968
"6'4"" (1.93m)",200lb (91kg),USA,Duke,"August 1, 1992",2012 R1 Pick 10,12 Years,2012 R1 Pick 10,"August 1, 1992",USA,Duke,12 Years,Austin Rivers,203085
"6'4"" (1.93m)",210lb (95kg),USA,Marquette,"October 13, 1961",1983 R2 Pick 31,13 Years,1983 R2 Pick 31,"October 13, 1961",USA,Marquette,13 Years,Doc Rivers,470
"6'3"" (1.91m)",175lb (79kg),USA,Colorado,"February 11, 1922",Undrafted,2 Years,Undrafted,"February 11, 1922",USA,Colorado,2 Years,Lee Robbins,77972
"7'0"" (2.13m)",250lb (113kg),USA,Vanderbilt,25 years,"July 12, 1999",Undrafted,Rookie,Undrafted,"July 12, 1999",USA,Vanderbilt,Rookie,Liam Robbins,1641857
"6'7"" (2.01m)",210lb (95kg),USA,Colorado,"December 4, 1991",2013 R1 Pick 26,7 Years,2013 R1 Pick 26,"December 4, 1991",USA,Colorado,7 Years,Andre Roberson,203460
"6'9"" (2.06m)",231lb (105kg),USA,Cincinnati,"July 7, 1947",1969 R1 Pick 15,7 Years,1969 R1 Pick 15,"July 7, 1947",USA,Cincinnati,7 Years,Rick Roberson,77973
--,--,USA,Fresno State,"December 30, 1976",Undrafted,1 Year,Undrafted,"December 30, 1976",USA,Fresno State,1 Year,Terrance Roberson,2121
"6'5"" (1.96m)",185lb (84kg),USA,Oral Roberts,"April 15, 1955",1977 R1 Pick 21,5 Years,1977 R1 Pick 21,"April 15, 1955",USA,Oral Roberts,5 Years,Anthony Roberts,77975
--,--,USA,Wyoming,"April 8, 1905",Undrafted,2 Years,Undrafted,"April 8, 1905",USA,Wyoming,2 Years,Bill Roberts,77979
"6'1"" (1.85m)",173lb (78kg),USA,Dayton,"December 3, 1985",Undrafted,6 Years,Undrafted,"December 3, 1985",USA,Dayton,6 Years,Brian Roberts,203148
"6'10"" (2.08m)",218lb (99kg),USA,Brigham Young,"August 14, 1960",1982 R2 Pick 27,13 Years,1982 R2 Pick 27,"August 14, 1960",USA,Brigham Young,13 Years,Fred Roberts,122
"6'9"" (2.06m)",240lb (109kg),USA,Mississippi State,"October 20, 1982",2005 R2 Pick 55,3 Years,2005 R2 Pick 55,"October 20, 1982",USA,Mississippi State,3 Years,Lawrence Roberts,101160
"6'8"" (2.03m)",200lb (91kg),USA,Utah State,"January 29, 1950",1971 R3 Pick 45,1 Year,1971 R3 Pick 45,"January 29, 1950",USA,Utah State,1 Year,Marv Roberts,77978
"7'0"" (2.13m)",290lb (132kg),USA,Louisiana State,"February 7, 1970",1991 R1 Pick 23,9 Years,1991 R1 Pick 23,"February 7, 1970",USA,Louisiana State,9 Years,Stanley Roberts,914
"6'4"" (1.93m)",208lb (94kg),USA,Arkansas,"July 22, 1962",1984 R1 Pick 7,10 Years,1984 R1 Pick 7,"July 22, 1962",USA,Arkansas,10 Years,Alvin Robertson,926
"6'5"" (1.96m)",205lb (93kg),USA,Cincinnati,"November 24, 1938",1960 R1 Pick 1,14 Years,1960 R1 Pick 1,"November 24, 1938",USA,Cincinnati,14 Years,Oscar Robertson,600015
"6'11"" (2.11m)",230lb (104kg),USA,Kentucky,"January 30, 1956",1978 R1 Pick 3,8 Years,1978 R1 Pick 3,"January 30, 1956",USA,Kentucky,8 Years,Rick Robey,77984
"6'6"" (1.98m)",210lb (95kg),USA,Michigan,"December 26, 1980",2004 R2 Pick 45,4 Years,2004 R2 Pick 45,"December 26, 1980",USA,Michigan,4 Years,Bernard Robinson,2774
"6'5"" (1.96m)",200lb (91kg),USA,Western Kentucky,"April 2, 1974",1996 R2 Pick 51,2 Years,1996 R2 Pick 51,"April 2, 1974",USA,Western Kentucky,2 Years,Chris Robinson,997
"6'9"" (2.06m)",220lb (100kg),USA,Southern California,"March 13, 1960",1979 R1 Pick 11,11 Years,1979 R1 Pick 11,"March 13, 1960",USA,Southern California,11 Years,Cliff T. Robinson,77986
"7'1"" (2.16m)",250lb (113kg),USA,Navy,"August 6, 1965",1987 R1 Pick 1,14 Years,1987 R1 Pick 1,"August 6, 1965",USA,Navy,14 Years,David Robinson,764
"6'8"" (2.03m)",200lb (91kg),USA,Florida,"March 7, 1995",2017,3 Years,2017,"March 7, 1995",USA,Florida,3 Years,Devin Robinson,1628421
"6'7"" (2.01m)",215lb (98kg),USA,Michigan,30 years,"April 22, 1994",Undrafted,6 Years,Undrafted,"April 22, 1994",USA,Michigan,6 Years,Duncan Robinson,1629130
"6'9"" (2.06m)",210lb (95kg),USA,Central Oklahoma,"April 19, 1976",Undrafted,6 Years,Undrafted,"April 19, 1976",USA,Central Oklahoma,6 Years,Eddie Robinson,1944
"6'1"" (1.85m)",185lb (84kg),USA,Wyoming,"April 28, 1941",1965 R2 Pick 15,7 Years,1965 R2 Pick 15,"April 28, 1941",USA,Wyoming,7 Years,Flynn Robinson,77988
"6'7"" (2.01m)",240lb (109kg),USA,Purdue,"January 10, 1973",1994 R1 Pick 1,12 Years,1994 R1 Pick 1,"January 10, 1973",USA,Purdue,12 Years,Glenn Robinson,299
--,--,USA,Virginia,"December 27, 1973",1997,1 Year,1997,"December 27, 1973",USA,Virginia,1 Year,Jamal Robinson,1554
--,--,USA,Alabama,"August 31, 1970",1993 R1 Pick 21,7 Years,1993 R1 Pick 21,"August 31, 1970",USA,Alabama,7 Years,James Robinson,381
"6'5"" (1.96m)",190lb (86kg),USA,Boston College,"February 22, 1997",2018 R1 Pick 13,5 Years,2018 R1 Pick 13,"February 22, 1997",USA,Boston College,5 Years,Jerome Robinson,1629010
"6'1"" (1.85m)",195lb (88kg),USA,Virginia Tech,"October 12, 1997",2019,3 Years,2019,"October 12, 1997",USA,Virginia Tech,3 Years,Justin Robinson,1629620
"6'3"" (1.91m)",180lb (82kg),USA,Centenary-Louisiana,"January 11, 1968",Undrafted,7 Years,Undrafted,"January 11, 1968",USA,Centenary-Louisiana,7 Years,Larry Robinson,1683
"7'0"" (2.13m)",240lb (109kg),USA,Western Kentucky,26 years,"April 1, 1998",2018 R2 Pick 36,6 Years,2018 R2 Pick 36,"April 1, 1998",USA,Western Kentucky,6 Years,Mitchell Robinson,1629011
"5'9"" (1.75m)",180lb (82kg),USA,Washington,"May 31, 1984",2005 R1 Pick 21,11 Years,2005 R1 Pick 21,"May 31, 1984",USA,Washington,11 Years,Nate Robinson,101126
"6'4"" (1.93m)",180lb (82kg),USA,Alabama-Birmingham,"March 13, 1960",1982 R2 Pick 24,1 Year,1982 R2 Pick 24,"March 13, 1960",USA,Alabama-Birmingham,1 Year,Oliver Robinson,77994
"6'10"" (2.08m)",235lb (107kg),USA,Fresno State,24 years,"July 10, 2000",Undrafted,2 Years,Undrafted,"July 10, 2000",USA,Fresno State,2 Years,Orlando Robinson,1631115
"6'2"" (1.88m)",195lb (88kg),USA,Michigan,"November 13, 1966",1990 R1 Pick 10,6 Years,1990 R1 Pick 10,"November 13, 1966",USA,Michigan,6 Years,Rumeal Robinson,716
"6'10"" (2.08m)",237lb (108kg),USA,Kansas,"March 17, 1991",2012 R1 Pick 5,6 Years,2012 R1 Pick 5,"March 17, 1991",USA,Kansas,6 Years,Thomas Robinson,203080
"6'7"" (2.01m)",225lb (102kg),USA,Tennessee State,"October 4, 1951",1974 R2 Pick 22,11 Years,1974 R2 Pick 22,"October 4, 1951",USA,Tennessee State,11 Years,Truck Robinson,77993
"6'8"" (2.03m)",217lb (98kg),USA,Virginia Tech,"April 19, 1958",1980 R2 Pick 31,1 Year,1980 R2 Pick 31,"April 19, 1958",USA,Virginia Tech,1 Year,Wayne Robinson,77996
"6'6"" (1.98m)",222lb (101kg),USA,Michigan,"January 8, 1994",2014 R2 Pick 40,8 Years,2014 R2 Pick 40,"January 8, 1994",USA,Michigan,8 Years,Glenn Robinson III,203922
"6'7"" (2.01m)",230lb (104kg),USA,DePaul,"January 20, 1953",1975 R1 Pick 10,7 Years,1975 R1 Pick 10,"January 20, 1953",USA,DePaul,7 Years,Bill Robinzine,77997
"6'10"" (2.08m)",235lb (107kg),USA,Kansas,"December 22, 1949",1971 R3 Pick 44,8 Years,1971 R3 Pick 44,"December 22, 1949",USA,Kansas,8 Years,Dave Robisch,77998
"6'9"" (2.06m)",185lb (84kg),USA,Oregon State,"September 18, 1923",1947,9 Years,1947,"September 18, 1923",USA,Oregon State,9 Years,Red Rocha,77999
"6'3"" (1.91m)",170lb (77kg),USA,South Carolina,"September 26, 1949",1971 R1 Pick 14,4 Years,1971 R1 Pick 14,"September 26, 1949",USA,South Carolina,4 Years,John Roche,78000
"5'9"" (1.75m)",155lb (70kg),USA,Southern California,"November 4, 1921",Undrafted,1 Year,Undrafted,"November 4, 1921",USA,Southern California,1 Year,Gene Rock,78001
"6'5"" (1.96m)",185lb (84kg),USA,California,"August 12, 1922",Undrafted,1 Year,Undrafted,"August 12, 1922",USA,California,1 Year,Jack Rocker,78002
"6'4"" (1.93m)",255lb (116kg),USA,Colorado State,23 years,"March 27, 2001",2022 R1 Pick 23,2 Years,2022 R1 Pick 23,"March 27, 2001",USA,Colorado State,2 Years,David Roddy,1631223
"6'7"" (2.01m)",210lb (95kg),USA,Southeastern Oklahoma State,"May 13, 1961",1986 R2 Pick 27,14 Years,1986 R2 Pick 27,"May 13, 1961",USA,Southeastern Oklahoma State,14 Years,Dennis Rodman,23
"6'3"" (1.91m)",176lb (80kg),Spain,Estudiantes,"June 12, 1986",2006 R1 Pick 27,6 Years,2006 R1 Pick 27,"June 12, 1986",Spain,Estudiantes,6 Years,Sergio Rodriguez,200771
"6'7"" (2.01m)",220lb (100kg),USA,Massachusetts,"July 14, 1972",1995 R2 Pick 30,2 Years,1995 R2 Pick 30,"July 14, 1972",USA,Massachusetts,2 Years,Lou Roe,691
"6'10"" (2.08m)",225lb (102kg),USA,California-Irvine,"December 30, 1963",1986 R2 Pick 34,2 Years,1986 R2 Pick 34,"December 30, 1963",USA,California-Irvine,2 Years,Johnny Rogers,78007
"6'1"" (1.85m)",190lb (86kg),USA,Texas-Pan American,"August 27, 1953",1976 R2 Pick 34,1 Year,1976 R2 Pick 34,"August 27, 1953",USA,Texas-Pan American,1 Year,Marshall Rogers,78008
"6'7"" (2.01m)",270lb (122kg),USA,Wake Forest,"June 20, 1971",1993 R1 Pick 9,13 Years,1993 R1 Pick 9,"June 20, 1971",USA,Wake Forest,13 Years,Rodney Rogers,915
"6'10"" (2.08m)",235lb (107kg),USA,Alabama,"August 19, 1973",1996 R1 Pick 22,2 Years,1996 R1 Pick 22,"August 19, 1973",USA,Alabama,2 Years,Roy Rogers,964
"6'0"" (1.83m)",195lb (88kg),USA,North Carolina State,"April 18, 1939",1963 R7 Pick 59,1 Year,1963 R7 Pick 59,"April 18, 1939",USA,North Carolina State,1 Year,Ken Rohloff,78011
"6'11"" (2.11m)",235lb (107kg),Bahamas,Louisiana Tech,"February 23, 1986",2010 R2 Pick 51,1 Year,2010 R2 Pick 51,"February 23, 1986",Bahamas,Louisiana Tech,1 Year,Magnum Rolle,202375
"6'0"" (1.83m)",168lb (76kg),USA,Kentucky,"September 14, 1923",1948,3 Years,1948,"September 14, 1923",USA,Kentucky,3 Years,Kenny Rollins,78012
"6'2"" (1.88m)",185lb (84kg),USA,Louisville,"January 19, 1934",1956,3 Years,1956,"January 19, 1934",USA,Louisville,3 Years,Phil Rollins,78013
"6'3"" (1.91m)",180lb (82kg),USA,Toledo,22 years,"July 3, 2002",2022 R2 Pick 44,2 Years,2022 R2 Pick 44,"July 3, 2002",USA,Toledo,2 Years,Ryan Rollins,1631157
"7'1"" (2.16m)",235lb (107kg),USA,Clemson,"June 16, 1955",1977 R1 Pick 14,18 Years,1977 R1 Pick 14,"June 16, 1955",USA,Clemson,18 Years,Tree Rollins,78014
"6'1"" (1.85m)",180lb (82kg),USA,Kentucky,"February 22, 1986",2006 R1 Pick 21,17 Years,2006 R1 Pick 21,"February 22, 1986",USA,Kentucky,17 Years,Rajon Rondo,200765
"6'10"" (2.08m)",260lb (118kg),USA,Arizona,"September 9, 1969",1992 R2 Pick 30,13 Years,1992 R2 Pick 30,"September 9, 1969",USA,Arizona,13 Years,Sean Rooks,399
"6'8"" (2.03m)",215lb (98kg),USA,Michigan,"January 30, 1973",1994 R1 Pick 13,14 Years,1994 R1 Pick 13,"January 30, 1973",USA,Michigan,14 Years,Jalen Rose,147
"6'7"" (2.01m)",255lb (116kg),USA,Drexel,"November 23, 1974",1996 R2 Pick 44,14 Years,1996 R2 Pick 44,"November 23, 1974",USA,Drexel,14 Years,Malik Rose,990
"6'5"" (1.96m)",180lb (82kg),USA,George Mason,"December 27, 1964",Undrafted,1 Year,Undrafted,"December 27, 1964",USA,George Mason,1 Year,Robert Rose,78016
"5'10"" (1.78m)",165lb (75kg),USA,St. Joseph's (PA),"April 7, 1918",Undrafted,1 Year,Undrafted,"April 7, 1918",USA,St. Joseph's (PA),1 Year,Alexander Rosenberg,78017
"6'4"" (1.93m)",190lb (86kg),USA,North Carolina,"January 22, 1933",1957 R1 Pick 6,2 Years,1957 R1 Pick 6,"January 22, 1933",USA,North Carolina,2 Years,Lennie Rosenbluth,78018
"6'4"" (1.93m)",185lb (84kg),USA,City College of New York,"June 16, 1920",Undrafted,1 Year,Undrafted,"June 16, 1920",USA,City College of New York,1 Year,Hank Rosenstein,78019
"6'5"" (1.96m)",205lb (93kg),USA,Notre Dame,"January 20, 1933",1954 R1 Pick 4,2 Years,1954 R1 Pick 4,"January 20, 1933",USA,Notre Dame,2 Years,Dick Rosenthal,78020
"6'6"" (1.98m)",193lb (88kg),USA,Southern Methodist,"April 30, 1981",Undrafted,7 Years,Undrafted,"April 30, 1981",USA,Southern Methodist,7 Years,Quinton Ross,2624
"6'7"" (2.01m)",206lb (93kg),USA,Washington,"February 5, 1991",2012 R1 Pick 8,12 Years,2012 R1 Pick 8,"February 5, 1991",USA,Washington,12 Years,Terrence Ross,203082
"6'11"" (2.11m)",255lb (116kg),USA,Tennessee,"August 24, 1967",1989 R2 Pick 41,1 Year,1989 R2 Pick 41,"August 24, 1967",USA,Tennessee,1 Year,Doug Roth,78021
"6'7"" (2.01m)",215lb (98kg),USA,Long Island-Brooklyn,"December 31, 1921",1947,3 Years,1947,"December 31, 1921",USA,Long Island-Brooklyn,3 Years,Irv Rothenberg,78023
"6'8"" (2.03m)",205lb (93kg),USA,Central Michigan,"May 26, 1953",1975 R2 Pick 28,11 Years,1975 R2 Pick 28,"May 26, 1953",USA,Central Michigan,11 Years,Dan Roundfield,78025
"6'5"" (1.96m)",195lb (88kg),USA,Kansas,"June 28, 1923",Undrafted,3 Years,Undrafted,"June 28, 1923",USA,Kansas,3 Years,Giff Roux,78026
"6'5"" (1.96m)",200lb (91kg),USA,St. John's (NY),"April 23, 1962",1986 R3 Pick 67,1 Year,1986 R3 Pick 67,"April 23, 1962",USA,St. John's (NY),1 Year,Ron Rowan,78027
"6'7"" (2.01m)",225lb (102kg),USA,UCLA,"July 2, 1949",1971 R1 Pick 11,8 Years,1971 R1 Pick 11,"July 2, 1949",USA,UCLA,8 Years,Curtis Rowe,78028
--,--,Canada,California State-Fullerton,27 years,"January 4, 1997",Undrafted,Rookie,Undrafted,"January 4, 1997",Canada,California State-Fullerton,Rookie,Jackson Rowe,1642050
"6'8"" (2.03m)",250lb (113kg),USA,Purdue,"January 4, 1961",1984 R4 Pick 86,2 Years,1984 R4 Pick 86,"January 4, 1961",USA,Purdue,2 Years,Jim Rowinski,78029
"6'5"" (1.96m)",195lb (88kg),USA,SUNY-Potsdam,"June 21, 1959",1981 R10 Pick 211,1 Year,1981 R10 Pick 211,"June 21, 1959",USA,SUNY-Potsdam,1 Year,Derrick Rowland,78030
"6'6"" (1.98m)",211lb (96kg),USA,Washington,"July 23, 1984",2006 R1 Pick 6,6 Years,2006 R1 Pick 6,"July 23, 1984",USA,Washington,6 Years,Brandon Roy,200750
"6'8"" (2.03m)",218lb (99kg),USA,Notre Dame,"May 22, 1966",1987 R3 Pick 52,8 Years,1987 R3 Pick 52,"May 22, 1966",USA,Notre Dame,8 Years,Donald Royal,140
"5'10"" (1.78m)",155lb (70kg),USA,Indiana State,"October 15, 1927",1949,1 Year,1949,"October 15, 1927",USA,Indiana State,1 Year,Bob Royer,78033
"6'11"" (2.11m)",245lb (111kg),USA,Louisville,"October 31, 1972",1994 R1 Pick 16,4 Years,1994 R1 Pick 16,"October 31, 1972",USA,Louisville,4 Years,Clifford Rozier,32
"6'1"" (1.85m)",190lb (86kg),USA,Louisville,30 years,"March 17, 1994",2015 R1 Pick 16,9 Years,2015 R1 Pick 16,"March 17, 1994",USA,Louisville,9 Years,Terry Rozier,1626179
"6'2"" (1.88m)",190lb (86kg),Spain,FC Barcelona,"October 21, 1990",2009 R1 Pick 5,13 Years,2009 R1 Pick 5,"October 21, 1990",Spain,FC Barcelona,13 Years,Ricky Rubio,201937
"6'2"" (1.88m)",180lb (82kg),USA,Wake Forest,"November 8, 1962",1985 R4 Pick 83,4 Years,1985 R4 Pick 83,"November 8, 1962",USA,Wake Forest,4 Years,Delaney Rudd,78035
"6'7"" (2.01m)",230lb (104kg),USA,McNeese State,"August 7, 1955",1978 R2 Pick 32,1 Year,1978 R2 Pick 32,"August 7, 1955",USA,McNeese State,1 Year,John Rudd,78036
"6'6"" (1.98m)",205lb (93kg),USA,Southern California,"June 6, 1940",1962 R2 Pick 9,3 Years,1962 R2 Pick 9,"June 6, 1940",USA,Southern California,3 Years,John Rudometkin,78037
"6'8"" (2.03m)",248lb (112kg),USA,Tulsa,"January 21, 1977",1999 R2 Pick 32,10 Years,1999 R2 Pick 32,"January 21, 1977",USA,Tulsa,10 Years,Michael Ruffin,1913
"6'1"" (1.85m)",199lb (90kg),USA,Hawaii,"September 26, 1970",Undrafted,2 Years,Undrafted,"September 26, 1970",USA,Hawaii,2 Years,Trevor Ruffin,460
"6'10"" (2.08m)",225lb (102kg),USA,Brigham Young,"October 15, 1948",1970 R2 Pick 28,3 Years,1970 R2 Pick 28,"October 15, 1948",USA,Brigham Young,3 Years,Paul Ruffner,78039
"6'9"" (2.06m)",220lb (100kg),USA,Northwestern,"August 3, 1938",1959 R2 Pick 9,3 Years,1959 R2 Pick 9,"August 3, 1938",USA,Northwestern,3 Years,Joe Ruklick,78040
"6'10"" (2.08m)",240lb (109kg),USA,Iona,"December 16, 1958",1980 R2 Pick 25,8 Years,1980 R2 Pick 25,"December 16, 1958",USA,Iona,8 Years,Jeff Ruland,78041
"6'9"" (2.06m)",220lb (100kg),USA,Colorado State,"June 29, 1944",1967 R2 Pick 19,8 Years,1967 R2 Pick 19,"June 29, 1944",USA,Colorado State,8 Years,Bob Rule,78042
"5'10"" (1.78m)",165lb (75kg),USA,Temple,"June 23, 1923",Undrafted,4 Years,Undrafted,"June 23, 1923",USA,Temple,4 Years,Jerry Rullo,78043
"6'6"" (1.98m)",195lb (88kg),France,New Zealand Breakers,20 years,"May 31, 2004",2023 R2 Pick 43,1 Year,2023 R2 Pick 43,"May 31, 2004",France,New Zealand Breakers,1 Year,Rayan Rupert,1641712
"6'6"" (1.98m)",225lb (102kg),USA,Kansas,"July 7, 1985",2008 R1 Pick 13,10 Years,2008 R1 Pick 13,"July 7, 1985",USA,Kansas,10 Years,Brandon Rush,201575
"6'6"" (1.98m)",215lb (98kg),USA,Missouri,"October 30, 1980",2002 R1 Pick 20,7 Years,2002 R1 Pick 20,"October 30, 1980",USA,Missouri,7 Years,Kareem Rush,2416
"6'10"" (2.08m)",215lb (98kg),USA,San Francisco,"February 12, 1934",1956 R1 Pick 2,13 Years,1956 R1 Pick 2,"February 12, 1934",USA,San Francisco,13 Years,Bill Russell,78049
"6'7"" (2.01m)",225lb (102kg),USA,Long Beach State,"December 31, 1970",1993 R2 Pick 45,13 Years,1993 R2 Pick 45,"December 31, 1970",USA,Long Beach State,13 Years,Bryon Russell,935
"6'8"" (2.03m)",215lb (98kg),USA,Michigan,"January 12, 1952",1974 R1 Pick 8,9 Years,1974 R1 Pick 8,"January 12, 1952",USA,Michigan,9 Years,Campy Russell,78047
